site_id,site_name,latitude,longitude
W2922,IBS,21.632695,39.156337
W4529,RT,21.575813,39.223826
W5715,RT,21.748456,39.195018
W5190,RT,21.584585,39.203767
W5844,GF,21.603887,39.117973
W2361,GF,21.565583,39.951698
W5957,Dismantled,#N/A,#N/A
W3162,GF,21.327300,39.234900
W2526,GF,21.344143,40.329825
W2264,GF,21.537648,39.121842
W2105,RT,21.549866,39.128628
W2950,IBS,21.558800,39.148200
W3995,RT,21.612176,39.124040
W3867,RT,21.612046,39.153066
W5731,RT,21.631355,39.133421
W4504,RT,21.661395,39.123045
W3529,GF,21.527482,39.166607
W9006,RT,21.529618,39.181118
W5749,RT,21.570541,39.148513
W2937,IBS,21.620500,39.108300
W4509,RT,21.387046,39.880545
W2076,RT,21.387688,39.883133
W2677,GF,21.406492,39.818327
W3685,RT,21.410705,39.821656
W5699,GF,21.351180,39.620167
W2251,RT,21.627623,39.110128
W6038,IBS,21.443700,39.207700
W5868,RT,21.443336,39.199666
W4546,GF,21.412235,39.755126
W4697,RT,21.598110,39.220220
W5743,RT,21.615676,39.163773
W2740,GF,21.189700,40.684900
W2768,GF,18.898500,41.334100
W4551,GF,21.330807,39.183205
W4206,GF,21.535883,39.146868
W3363,RT,21.384800,39.875900
W2634,GF,21.424985,39.857077
W5509,RT,21.437731,39.838241
W5852,RT,21.450708,39.244795
W5977,GF,21.486100,39.183500
W6550,GF,21.536701,39.150831
W5907,GF,21.539590,39.147655
W5736,RT,21.601800,39.177500
W4876,RT,20.003342,41.457678
W4094,RT,21.418463,39.827823
W4601,GF,21.377630,39.196655
W2372,RT,21.434538,39.840935
W5965,GF,21.392010,39.825410
W2594,GF,21.429198,39.184993
W5972,GF,21.367582,39.385715
W3316,GF,21.471823,40.534010
W2327,RT,21.618900,39.186500
W2674,GF,21.425090,39.790963
W6366,GF,21.304110,40.404513
W4614,RT,21.308800,39.259970
W3196,GF,21.327397,40.436593
W2458,RT,21.437800,39.823400
W2052,RT,21.440790,39.818796
W2647,GF,21.435333,39.830097
W5606,COW,21.349666,39.596250
W3064,IBS,21.422660,39.818278
W3065,IBS,21.421830,39.819142
W3063,IBS,21.422011,39.818318
W6443,GF,21.577868,39.807757
W4678,RT,21.586678,39.139700
W4524,GF,21.601016,39.123468
W5734,RT,21.607618,39.148075
W4872,GF,19.959100,41.533100
W2684,GF,21.422112,39.853970
W2468,RT,21.422465,39.851880
W5927,GF,21.508500,39.163400
W5768,RT,21.515151,39.187940
W4164,GF,21.523735,39.156458
W2697,GF,21.403103,39.816452
W4452,RT,21.562890,39.208000
W3698,GF,21.222563,41.637078
W2318,RT,21.447651,39.285920
W4290,GF,21.343177,39.575120
W5575,GF,21.525900,39.775900
W3060,IBS,21.419062,39.822186
W3061,IBS,21.418075,39.822037
W3059,IBS,21.418790,39.822290
W4243,RT,21.586216,39.158010
W2316,RT,21.487048,39.232590
W5812,RT,21.607217,39.256153
W2429,RT,21.387580,39.837527
W3865,RT,21.514730,39.191410
W5351,GF,21.678900,39.904100
W3317,GF,21.447448,40.526115
W6389,GF,21.462833,40.538957
W3804,RT,21.467122,39.229753
W2332,RT,21.581227,39.164610
W6070,GF,21.526405,39.240962
W4145,RT,21.595698,39.207507
W5599,GF,21.499770,40.574015
W2879,RT,21.621418,39.171975
W3928,RT,21.446300,39.775600
W4030,GF,21.448251,39.783376
W4144,RT,21.550313,39.246951
W2629,RT,21.293801,39.239850
W3605,RT,21.443633,39.846753
W2596,RT,21.447348,39.846885
W2484,RT,21.380681,39.805934
W2194,RT,21.590100,39.169200
W6523,RT,21.559208,39.229818
W3879,RT,21.553337,39.186660
W2279,RT,21.708036,39.105073
W5499,GF,18.894788,41.260180
W1954,GF,19.850300,41.597400
W5356,GF,21.274800,39.938000
W2976,IBS,21.485500,39.182900
W6409,RT,21.489647,39.225153
W4563,GF,21.492328,39.215591
W4110,IBS,21.549200,39.143700
W3850,RT,21.537273,39.174158
W5825,RT,21.527916,39.173658
W0006,GF,22.221900,39.518000
W3222,GF,19.865100,41.617000
W4157,RT,21.451670,39.204800
W5759,RT,21.566070,39.185700
W5636,RT,21.540048,39.192560
W5872,GF,22.667218,39.053785
W3827,RT,21.535337,39.185352
W2302,RT,21.551603,39.143803
W3178,GF,21.356562,39.987905
W3790,GF,21.538062,39.133322
W2714,GF,21.717800,40.837980
W2717,GF,22.030100,41.213200
W5525,GF,21.479280,39.787218
W3538,GF,21.395115,39.201625
W3843,RT,21.455262,39.206093
W2700,GF,21.674565,39.572805
W5671,GF,18.760652,41.464658
W6315,GF,21.312125,39.171997
W3535,GF,21.622100,39.824800
W5484,GF,21.603436,39.824413
W2368,GF,21.576100,39.848100
W6161,RT,21.514370,40.065090
W6069,GF,21.544848,39.235827
W2486,RT,21.545562,39.198777
W4174,GF,21.577300,39.138700
W5827,RT,21.538428,39.202678
W6426,RT,21.808017,39.130972
W3021,IBS,19.829626,41.622752
W6382,GF,21.125888,39.330047
W3908,RT,21.357598,39.909371
W6561,RT,21.195880,39.253180
W4813,RT,21.300424,39.262260
W6241,RT,21.336078,39.246923
W3694,GF,21.579140,39.696078
W5613,GF,21.614792,39.691377
W6594,RT,21.476200,39.238730
W6234,GF,21.548033,39.167787
W6280,GF,21.557880,39.169313
W4218,RT,21.440016,39.281563
W3904,GF,21.533483,39.162505
W6244,RT,21.315697,39.138087
W6118,GF,21.607287,39.809678
W3281,RT,21.502387,39.877685
W2534,RT,21.476713,39.184483
W6229,RT,21.524997,39.193142
W6047,GF,21.536215,39.159798
W0023,swapped,#N/A,#N/A
W3110,GF,19.408400,41.750700
W2411,GF,21.695737,39.740900
W6108,GF,21.654302,39.707883
W3747,COW,21.459682,39.191145
W6136,RT,21.553851,39.250076
W6137,RT,21.562893,39.246058
W5344,GF,21.969730,39.700780
W1795,RT,19.783320,41.436645
W4606,RT,21.374430,39.836270
W2075,GF,21.381663,39.891431
W3351,COW,21.458262,39.209775
W5686,GF,21.533051,40.534073
W6408,RT,21.552712,39.213117
W2834,RT,21.592326,39.196825
W5614,GF,21.381390,39.766211
W4445,IBS,21.417641,39.828285
W3068,IBS,21.431141,39.820169
W6400,GF,21.295065,39.110913
W4572,RT,21.366310,39.881970
W6310,RT,21.450155,39.251335
W5829,RT,21.533818,39.217726
W5816,RT,21.564490,39.134770
W4443,IBS,21.417649,39.828286
W4444,IBS,21.424700,39.824800
W6256,RT,21.497622,39.175212
W9106,RT,21.352161,39.897248
W4656,GF,21.435998,39.195540
W4446,IBS,21.424900,39.824400
W6086,RT,21.476587,39.234492
W6293,RT,21.520428,39.164575
W3949,GF,21.525333,40.543950
W5831,GF,21.534340,39.253713
W2811,RT,21.580468,39.149770
W4447,IBS,21.424700,39.824800
W3607,RT,21.455366,39.849296
W0007,GF,22.023739,39.684423
W0020,GF,22.057849,39.643060
W4085,RT,21.374065,39.811635
W5892,RT,21.446192,39.206003
W6091,RT,21.462562,39.208460
W2337,RT,21.488100,39.223600
W2807,RT,21.588143,39.143553
W4442,IBS,21.425030,39.825820
W4300,IBS,21.423100,39.826500
W3606,RT,21.452770,39.836720
W5665,GF,18.979203,41.421775
W4474,RT,21.351487,39.826168
W6354,RT,21.362445,39.821703
W5891,RT,21.453900,39.210600
W4301,IBS,21.422400,39.825400
W4302,IBS,21.422000,39.826600
W4222,RT,21.589288,39.152443
W2465,RT,21.461696,39.852606
W5579,GF,21.479180,39.835900
W5378,GF,21.830400,42.495900
W5621,RT,21.371175,39.880860
W6042,IBS,21.380800,39.874300
W6133,RT,21.464647,39.821005
W2268,GF,21.606245,39.113315
W2299,RT,21.612456,39.147538
W4073,GF,21.269820,39.832800
W5384,GF,21.062200,42.915900
W5316,GF,19.535500,41.158800
W5524,RT,21.443126,39.787271
W4292,RT,21.354850,39.827320
W5869,RT,21.457035,39.245938
W6109,GF,21.531673,39.222647
W2987,IBS,21.628700,39.111500
W5360,GF,19.148787,41.079207
W3870,RT,21.562683,39.252046
W3286,GF,21.333990,39.692531
W6130,GF,21.448175,39.770392
W5644,RT,21.488237,39.217343
W5994,IBS,21.381900,39.872400
W4647,IBS,21.628600,39.111500
W3565,RT,21.557610,39.248398
W2988,IBS,21.627752,39.110427
W5350,GF,21.699600,39.812100
W6054,RT,21.552398,39.783977
W3719,GF,21.515405,39.211923
W2127,RT,21.549873,39.182710
W2837,GF,21.554370,39.225788
W5349,GF,21.648600,39.768000
W2498,GF,21.559068,39.784060
W3571,GF,21.504800,39.193900
W3771,RT,21.354560,39.836135
W3502,RT,21.483595,39.190297
W4041,COW,21.355742,39.847997
W2263,GF,21.597770,39.107120
W2349,RT,21.562667,39.168143
W4001,IBS,21.892640,39.253910
W4869,GF,19.851297,41.672857
W4295,GF,21.086146,39.911120
W6260,COW,21.049150,39.908220
W6035,IBS,21.380800,39.874100
W2499,RT,21.449465,39.762858
W2463,RT,21.453516,39.761873
W6472,GF,21.895368,39.260150
W2289,RT,21.527493,39.230280
W4674,RT,21.537423,39.237290
W3656,GF,21.204988,39.831700
W2080,GF,21.599900,40.109600
W2786,GF,21.618800,40.135200
W4672,RT,21.782576,39.186625
W3628,GF,21.191400,39.912600
W2457,RT,21.414458,39.859515
W3631,GF,21.442932,39.998625
W6322,GF,21.469313,40.000233
W2788,GF,21.565400,40.121100
W4184,GF,21.384916,39.914710
W2432,GF,21.487451,39.940215
W4502,GF,23.114237,38.840953
W3093,GF,19.497600,41.682000
W6702,IBS,21.415892,39.886148
W4176,GF,21.567892,39.120307
W6071,GF,21.492903,39.323420
W6350,GF,21.535330,39.361990
W4438,GF,21.205393,40.628667
W5394,GF,20.721800,40.812000
W4798,GF,19.219137,42.081007
W3947,RT,21.481222,39.841562
W2480,GF,21.462282,39.840493
W3096,GF,21.825992,39.217895
W3315,GF,22.278900,39.092262
W5531,GF,21.474768,39.840975
W4851,GF,21.425400,39.501800
W6599,Dismantled,#N/A,#N/A
W4898,GF,19.859993,41.557306
W5333,GF,22.172540,39.553650
W3816,GF,22.392400,42.195800
W3289,RT,21.815972,39.200680
W3319,GF,21.833450,39.194330
W5369,GF,20.946800,41.450700
W5346,GF,21.920400,39.889400
W3255,RT,21.756837,39.220920
W2405,RT,21.440810,39.793360
W5652,GF,20.755990,40.830370
W5697,RT,19.125400,41.079700
W3077,GF,21.427040,39.869012
W4254,GF,21.410838,39.883015
W4406,GF,21.426510,39.894974
W4408,GF,21.372150,39.980020
W4411,GF,21.378010,39.985626
W4412,GF,21.408030,39.895443
W4413,GF,21.424500,39.892647
W4414,GF,21.372260,39.988040
W4417,GF,21.367840,39.981056
W4419,GF,21.354920,39.990070
W4420,GF,21.370070,39.988720
W4426,RT,21.463270,39.241478
W4718,GF,21.668620,39.110210
W5703,GF,21.527752,39.154825
W4306,GF,21.495660,39.967422
W4421,GF,21.370380,39.977850
W4744,IBS,21.4199,39.8678
W4728,IBS,21.512009,39.194582
W4269,IBS,21.663640,39.121440
W4349,GF,20.121230,41.597860
W4348,GF,20.163191,41.606468
W4366,RT,21.583790,39.146200
W4777,IBS,21.42212,39.82542
W3652,GF,21.502790,39.301730
W6839,IBS,21.502820,39.207300
W4703,IBS,21.687508,39.143844
BAHA, Core-Location,,
FYHA, Core-Location,,
JED1, Core-Location,,
MUZD, Core-Location,21.383005,39.916015
OBHR, Core-Location,,
RABG, Core-Location,,
RWDA, Core-Location,,
W4456,IBS,21.622520,39.114600
SHRY, Core-Location,21.477360,39.915801
SHWQ, Core-Location,21.361903,39.794020
TAI3, Core-Location,,
W6838,IBS,21.547006,39.14406
W6018,GF,21.507056,39.683506
W4726,RT,21.44011,39.79369
W6680,RT,21.57271,39.25025
W4303,IBS,21.445185,39.83434
W4304,IBS,21.445185,39.83434
W3308,GF,21.56131,39.25021
W4740,,21.71546,39.17073
W4433,,21.5682,39.15834
W4722,,21.58895,39.13415
W3149,,20.10914,20.10914
W3349,,21.49834,40.5073
W3362,,21.51159,39.36089
W3426,,21.50196,39.19097
W3433,,21.11262,39.23783
W3569,,21.8041,39.2345
W4043,,21.78094,39.21241
W4092,,21.30178,39.68129
W4113,,21.1099,39.25606
W4118,,19.8431,41.5639
W4119,,20.02587,41.46311
W4122,,19.8271,41.7164
W4739,,21.66363,39.12234
W4497,,21.6302,39.16027
W4727,,21.5759,39.20885
W4114,,20.13323,40.27489
W4501,,19.5661,41.9656
W4511,,21.54022,39.95846
W4530,,21.41669,39.28243
W4560,,19.7442,41.4418
W4625,,20.10723,41.42043
W4626,,21.45482,39.41088
W4651,,21.87233,39.09267
W6471,,21.31118,39.70418
W6518,GF,21.21148,40.37618
W6641,,21.29108,39.25431
W6658,GF,21.32409,21.32409
W6660,,21.20769,40.35649
W6676,,21.42507,39.48755
